F_DISA_NM,F_AVR_HGT,F_AREA,ADM_CD,F_SAT_YMD,F_END_YMD,F_SAT_TM,F_END_TM,F_RSN_DTL,F_ZONE_NM,INV_YR,F_YR,GU_NAM,F_SHIM,geometry
2020년 8.22~8.31 호우,19.72,129.8,1174010700,20200822,20200831,14,20,침수,강동구 암사동 490-3,2020,2020,강동구,0.5,"POLYGON ((967479.5675942732 1949991.6230423364, 967492.4755542183 1949987.6450986913, 967492.0003137264 1949986.0572272926, 967489.757299408 1949978.5400022294, 967476.6771503233 1949982.4698774884, 967479.5675942732 1949991.6230423364))"
2020년 8.22~8.31 호우,15.95,205.8,1174010800,20200822,20200831,15,21,침수,강동구 성내동 433-24,2020,2020,강동구,0.3,"POLYGON ((967433.474247952 1947605.1998940625, 967446.9703635337 1947599.971344046, 967442.7030860648 1947589.0481482567, 967418.0213425169 1947598.6323329462, 967419.1127383581 1947601.4264774246, 967430.3054056793 1947597.0788022256, 967433.474247952 1947605.1998940625))"
2020년 8.22~8.31 호우,24.36,141.0,1174010900,20200822,20200831,15,21,침수,강동구 천호동 207-30,2020,2020,강동구,0.3,"POLYGON ((967680.9409059078 1949183.7823224752, 967685.111038705 1949175.057548546, 967684.2598842619 1949172.3271082584, 967675.720586309 1949167.8830968663, 967671.2809034808 1949176.6732753096, 967670.3529968536 1949178.5094930404, 967680.9409059078 1949183.7823224752))"
2020년 8.22~8.31 호우,18.71,205.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 391-6,2020,2020,강동구,0.5,"POLYGON ((967309.6606514408 1949436.0028429886, 967319.3524260302 1949431.7570661842, 967326.0054200406 1949428.8418967985, 967320.0214146286 1949420.1129732959, 967318.3200496559 1949418.6015748987, 967305.7175478201 1949422.6888494983, 967309.6606514408 1949436.0028429886))"
2020년 8.22~8.31 호우,21.38,155.9,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-66,2020,2020,강동구,0.5,"POLYGON ((968362.1801870939 1949565.114157292, 968358.4556200388 1949553.2364693044, 968346.5056779439 1949556.7195119858, 968350.1576355092 1949568.6655589843, 968362.1801870939 1949565.114157292))"
2020년 8.22~8.31 호우,20.14,166.1,1174010900,20200822,20200831,14,20,침수,강동구 천호동 46-26,2020,2020,강동구,0.5,"POLYGON ((968317.7687943213 1949453.2236350547, 968314.5792077798 1949442.7005889623, 968300.1329631817 1949447.07752683, 968303.3155156106 1949457.5936130495, 968317.7687943213 1949453.2236350547))"
2020년 8.22~8.31 호우,23.58,120.0,1174010900,20200822,20200831,16,22,침수,강동구 천호동 185-34,2020,2020,강동구,0.3,"POLYGON ((967699.2102699177 1949083.5348310082, 967713.5663825158 1949077.0501812946, 967708.738757833 1949064.5155843399, 967705.772029413 1949065.4839465749, 967702.1625475314 1949077.2006006055, 967699.3420629894 1949082.5625045043, 967699.2102699177 1949083.5348310082))"
2020년 8.22~8.31 호우,20.79,102.0,1174010900,20200822,20200831,10,16,침수,강동구 천호동 110-53,2020,2020,강동구,0.5,"POLYGON ((967903.5886548392 1949286.3652349473, 967914.3413643463 1949284.2590158568, 967912.6246445265 1949277.399749198, 967912.2341850572 1949275.7764421052, 967901.1075305414 1949278.0545784086, 967903.5886548392 1949286.3652349473))"
2020년 8.22~8.31 호우,31.11,150.0,1174010900,20200822,20200831,14,20,침수,강동구 천호동 397-94,2020,2020,강동구,0.5,"POLYGON ((967506.7134780894 1949288.7851107758, 967508.8710700996 1949288.4867823236, 967508.367838697 1949278.4133074535, 967519.4364593474 1949277.2550492377, 967519.4187511279 1949275.6117722418, 967518.706387063 1949265.8752775928, 967517.6128383427 1949266.070002589, 967515.1248154476 1949266.82890708, 967514.7894761034 1949266.740719284, 967505.4554077913 1949267.9397627136, 967506.7134780894 1949288.7851107758))"
2020년 8.22~8.31 호우,22.16,149.0,1174010900,20200822,20200831,14,20,기타,강동구 천호동 167-11,2020,2020,강동구,0.5,"POLYGON ((967660.8352200926 1949011.9277662544, 967664.8391845871 1949010.5130744798, 967667.1715060243 1949009.4221236762, 967669.8526126433 1949009.6358235572, 967670.1643375494 1949004.515131609, 967673.748513184 1948998.0186123806, 967674.4747475659 1948994.7210240252, 967657.5388131127 1949001.99605117, 967660.8352200926 1949011.9277662544))"
2020년 8.22~8.31 호우,20.48,157.6,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-69,2020,2020,강동구,0.3,"POLYGON ((968358.4556200388 1949553.2364693044, 968354.6446148469 1949541.081346125, 968342.8028401847 1949544.6037998507, 968346.5056779439 1949556.7195119858, 968358.4556200388 1949553.2364693044))"
2020년 8.22~8.31 호우,17.27,112.6,1174010800,20200822,20200831,14,20,기타,강동구 성내동 430-33,2020,2020,강동구,0.5,"POLYGON ((967625.843502928 1947488.4207455646, 967622.2224664984 1947476.4575236037, 967613.6115453831 1947479.0571787248, 967617.2325871732 1947491.021400374, 967625.843502928 1947488.4207455646))"
2020년 8.22~8.31 호우,21.96,165.0,1174010900,20200822,20200831,5,11,침수,강동구 천호동 167-29,2020,2020,강동구,0.3,"POLYGON ((967632.3023856522 1948973.6937215212, 967628.5715604003 1948963.8402797736, 967613.9125659551 1948969.3828952739, 967616.124520111 1948975.756724334, 967617.6255364905 1948979.2624218508, 967632.3023856522 1948973.6937215212))"
2020년 8.22~8.31 호우,38.57,323.0,1174010600,20200822,20200831,16,22,기타,강동구 둔촌동 590-9,2020,2020,강동구,0.5,"POLYGON ((969076.679802941 1948362.4240881756, 969084.9432929525 1948360.0981659237, 969084.6045456742 1948357.4809684758, 969082.4240066067 1948340.6250120497, 969080.1550698526 1948338.9636816941, 969066.8669300611 1948342.688708575, 969071.1518237244 1948360.707060136, 969071.8808058068 1948363.7740154904, 969076.679802941 1948362.4240881756))"
2020년 8.22~8.31 호우,28.11,132.0,1174010900,20200822,20200831,15,21,침수,강동구 천호동 195-18,2020,2020,강동구,0.3,"POLYGON ((967576.1807473683 1949156.767243417, 967581.417443478 1949162.5562550933, 967594.5502445807 1949154.9815083076, 967593.2868438625 1949147.8379438133, 967593.2812644421 1949147.351159795, 967579.7515078181 1949154.717091605, 967576.1807473683 1949156.767243417))"
2020년 8.22~8.31 호우,20.68,152.1,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-72,2020,2020,강동구,0.5,"POLYGON ((968339.1406220407 1949532.6078262385, 968335.4581472985 1949520.5619791034, 968323.9039325176 1949524.2108590025, 968327.5588832204 1949536.155890934, 968339.1406220407 1949532.6078262385))"
2020년 8.22~8.31 호우,19.15,265.4,1174010700,20200822,20200831,14,20,기타,강동구 암사동 496-35,2020,2020,강동구,0.3,"POLYGON ((967263.3553678113 1950083.8226042704, 967273.8029960747 1950081.6780073564, 967273.4415473856 1950079.870616025, 967284.3264859037 1950078.0045929838, 967281.994800457 1950069.7891039304, 967272.777747371 1950065.909477994, 967270.8630956347 1950066.9682288095, 967261.1951621003 1950072.3164642956, 967263.3553678113 1950083.8226042704))"
2020년 8.22~8.31 호우,20.59,188.0,1174010900,20200822,20200831,16,22,침수,강동구 천호동 111-20,2020,2020,강동구,0.3,"POLYGON ((967954.3232281966 1949250.165042824, 967958.408036923 1949246.2758701886, 967962.0642432218 1949242.8078092195, 967963.8625882163 1949239.2316426684, 967966.1783717205 1949243.8835780455, 967969.5724442451 1949242.634056912, 967964.5452445343 1949231.1081360884, 967951.852627028 1949237.051171882, 967947.588617667 1949240.5124588765, 967954.3232281966 1949250.165042824))"
2020년 8.22~8.31 호우,20.68,152.1,1174010900,20200822,20200831,14,20,침수,강동구 천호동 43-75,2020,2020,강동구,0.5,"POLYGON ((968335.4581472985 1949520.5619791034, 968331.7766987826 1949508.5211245154, 968321.5859323762 1949511.5989920802, 968320.7891434603 1949514.032284352, 968323.9039325176 1949524.2108590025, 968335.4581472985 1949520.5619791034))"
2020년 8.22~8.31 호우,34.21,278.0,1174010900,20200822,20200831,14,20,기타,강동구 천호동 1-2,2020,2020,강동구,0.3,"POLYGON ((968169.98677001 1950188.3824577983, 968170.5198181678 1950190.5038166814, 968182.1983679521 1950192.9599267847, 968184.8472713325 1950193.3217371232, 968186.2799117732 1950186.570727144, 968187.9702340998 1950179.778366199, 968188.51450809 1950177.041528865, 968186.6792073463 1950177.2291920588, 968186.3569738534 1950175.2766502108, 968174.3416664264 1950170.7681133721, 968171.7221707106 1950177.0835860102, 968169.98677001 1950188.3824577983))"
2020년 8.22~8.31 호우,21.14,282.3,1174010100,20200822,20200831,15,21,침수,강동구 명일동 352-9,2020,2020,강동구,0.3,"POLYGON ((968539.3589061338 1949576.9389080007, 968560.2164475251 1949570.6317064818, 968553.7373067052 1949560.7088800159, 968548.6293909602 1949558.8466860107, 968535.1162657678 1949562.9357860745, 968539.3589061338 1949576.9389080007))"
2020년 8.22~8.31 호우,20.18,211.8,1174010700,20200822,20200831,14,20,침수,강동구 암사동 450-9,2020,2020,강동구,0.3,"POLYGON ((967912.0971016911 1950837.6995584334, 967927.2703672457 1950837.5261289799, 967927.1064355494 1950823.5783444105, 967911.9332070949 1950823.7587707576, 967911.9350548266 1950823.9186996613, 967912.0971016911 1950837.6995584334))"
2020년 8.22~8.31 호우,22.62,414.9,1174010100,20200822,20200831,14,20,침수,강동구 명일동 343-7,2020,2020,강동구,0.3,"POLYGON ((968724.8405484332 1949768.471585918, 968723.6928374001 1949756.942102154, 968719.9651809878 1949753.3432558533, 968696.7562481293 1949751.863922877, 968696.2162745153 1949751.8297999715, 968695.2849676103 1949766.5990666929, 968724.8405484332 1949768.471585918))"
2020년 8.22~8.31 호우,26.76,223.9,1174010200,20200822,20200831,14,20,기타,강동구 고덕동 508-3,2020,2020,강동구,0.5,"POLYGON ((969584.0033230954 1951361.3912499524, 969587.3186890024 1951362.643177602, 969594.0625058501 1951345.0041893623, 969593.4918400059 1951344.8372813936, 969587.142371014 1951342.5918341824, 969584.6177391709 1951341.5356357293, 969574.428503907 1951357.9033938933, 969584.0033230954 1951361.3912499524))"
2020년 8.22~8.31 호우,21.14,191.7,1174010100,20200822,20200831,16,22,침수,강동구 명일동 352-13,2020,2020,강동구,0.3,"POLYGON ((968542.524075769 1949632.8206657988, 968555.1489926628 1949629.0051705823, 968552.8496465641 1949621.4202780572, 968551.6389383301 1949617.428232132, 968538.6248125989 1949621.364745026, 968536.4780848502 1949622.0148812311, 968539.9901119778 1949633.5868113176, 968542.524075769 1949632.8206657988))"
2020년 8.22~8.31 호우,40.0,162.0,1174010100,20200822,20200831,14,20,침수,강동구 명일동 312-128,2020,2020,강동구,0.3,"POLYGON ((968407.2531717897 1950433.533812725, 968418.3734928159 1950432.7021422056, 968417.0143318886 1950418.0579725313, 968406.2954372009 1950418.8105438054, 968407.2531717897 1950433.533812725))"
2020년 8.22~8.31 호우,19.51,726.7,1174010600,20200822,20200831,14,20,침수,강동구 둔촌동 513-4,2020,2020,강동구,0.5,"POLYGON ((967994.6515684631 1947851.5783006758, 968022.7853262392 1947841.6839320082, 968018.7887060419 1947830.3384710392, 968014.4723946546 1947818.085053005, 967990.6669220001 1947826.4600555256, 967989.3590752664 1947829.0350024719, 967988.4014381875 1947830.920357011, 967994.6515684631 1947851.5783006758))"
2020년 8.22~8.31 호우,24.62,173.8,1174010100,20200822,20200831,14,20,침수,강동구 명일동 339-3,2020,2020,강동구,0.5,"POLYGON ((968774.8581122495 1949931.3237293581, 968776.0430429991 1949928.56850285, 968774.6901760153 1949916.995124964, 968770.6764551821 1949917.511215939, 968762.3951128256 1949918.5437444912, 968764.0187841248 1949932.5507512125, 968774.8581122495 1949931.3237293581))"
2020년 8.22~8.31 호우,21.14,198.3,1174010100,20200822,20200831,9,15,침수,강동구 명일동 352-21,2020,2020,강동구,0.3,"POLYGON ((968526.39370158 1949580.8641652325, 968539.3589061338 1949576.9389080007, 968535.1162657678 1949562.9357860745, 968522.1620247675 1949566.8549873023, 968526.39370158 1949580.8641652325))"
2020년 8.22~8.31 호우,27.9,223.8,1174010200,20200822,20200831,14,20,기타,강동구 고덕동 526-5,2020,2020,강동구,0.5,"POLYGON ((969627.8260765679 1951425.2141615425, 969627.3441453525 1951411.6219530404, 969610.9298213323 1951411.6890172728, 969610.9381438151 1951411.9388768983, 969611.3829235798 1951425.3113673686, 969627.8260765679 1951425.2141615425))"
2020년 8.22~8.31 호우,22.62,212.3,1174010100,20200822,20200831,14,20,기타,강동구 명일동 341-4,2020,2020,강동구,0.3,"POLYGON ((968751.2799420549 1949781.0185324536, 968751.9481624428 1949768.2878788584, 968734.7436799401 1949767.139571811, 968735.4595587098 1949774.333011509, 968736.0867023706 1949780.627267261, 968751.2799420549 1949781.0185324536))"
2020년 8.22~8.31 호우,17.32,4601.0,1174010700,20200822,20200831,14,20,기타,강동구 암사동 133-3,2020,2020,강동구,0.3,"POLYGON ((967571.7678416016 1951187.3224034808, 967571.8297954949 1951188.6375712284, 967569.4402041144 1951192.3118423792, 967564.945152726 1951193.6741692538, 967560.9831857181 1951196.0332862232, 967562.205358173 1951200.4890959752, 967564.3103540557 1951202.9020040636, 967566.9570354717 1951213.211014976, 967567.8351125647 1951219.8858006827, 967567.7861364222 1951227.8030291796, 967567.2594221089 1951236.3005701522, 967564.1433216127 1951240.9573198045, 967559.0859693605 1951245.0495850274, 967555.2501674013 1951246.129522612, 967554.431921287 1951254.1288012164, 967555.9006592729 1951268.6984305098, 967558.8312970493 1951276.757796089, 967556.467609591 1951290.0282560154, 967557.2693027606 1951298.1328995398, 967558.6525517988 1951299.5989992346, 967560.5842263425 1951304.01206088, 967560.0222404962 1951314.5290159227, 967559.5054828362 1951323.2074349364, 967561.8913105235 1951329.3784138926, 967577.5717803054 1951328.3366177892, 967584.780517328 1951325.03763397, 967593.8484566761 1951326.62291573, 967598.0255722898 1951328.830907986, 967599.6008446214 1951323.7185077604, 967599.5510957164 1951316.4115696386, 967599.0368378471 1951299.7396819901, 967598.5874734165 1951288.8952186275, 967597.6611735277 1951282.7404899248, 967596.215506405 1951272.8979288654, 967595.8269128401 1951262.2030857424, 967594.6046297379 1951253.5798725565, 967594.7796779604 1951240.784843155, 967595.356411724 1951232.1061064366, 967595.7934251623 1951223.846950356, 967593.3377896511 1951220.5342472657, 967591.8072271151 1951217.4905331582, 967586.5501677851 1951212.1994505683, 967583.184157443 1951206.111639995, 967583.0806113075 1951206.0012316336, 967581.4263877788 1951200.1852350482, 967571.7678416016 1951187.3224034808))"
2020년 8.22~8.31 호우,36.62,78102.0,1174010100,20200822,20200831,14,20,침수,강동구 명일동 15,2020,2020,강동구,0.3,"POLYGON ((968782.154003993 1950642.0681942918, 968789.5026774094 1950641.9732467947, 968795.1629726081 1950641.8732579118, 968810.4786559171 1950641.6031135397, 968814.3549145702 1950641.5555686464, 968866.241605951 1950640.9195593772, 968883.2167968864 1950640.865528472, 968918.5006438021 1950640.75339434, 968960.8513209105 1950640.1789491056, 969088.1385240272 1950637.5647087381, 969093.6410427518 1950630.8980819792, 969054.4520677483 1950320.789208257, 968972.3186673648 1950327.5812782962, 968966.2577316324 1950317.3513611935, 968966.0452559843 1950316.6807460613, 968948.7128176608 1950318.1701143316, 968852.8186908568 1950325.5269624447, 968855.0962529854 1950358.4112444716, 968855.3722118802 1950363.3248924415, 968855.9164647902 1950373.026277419, 968857.6457226413 1950401.1003162276, 968862.6642777377 1950474.7114073012, 968864.7833337993 1950505.7912228662, 968866.332658942 1950527.07782397, 968839.0957793826 1950529.0865376408, 968827.0317730639 1950529.908218789, 968770.5000939096 1950534.54632496, 968775.2722858166 1950577.7194230144, 968782.154003993 1950642.0681942918))"
2020년 8.22~8.31 호우,19.79,142.0,1174010900,20200822,20200831,15,21,침수,강동구 천호동 122-27,2020,2020,강동구,0.5,"POLYGON ((967900.1923240877 1949119.6453637583, 967899.892872825 1949121.42427008, 967906.589892315 1949119.460506681, 967905.4337128588 1949115.9489839636, 967901.7649783297 1949104.0430030143, 967897.9672487329 1949104.008156625, 967892.350871071 1949118.0505601417, 967900.1923240877 1949119.6453637583))"
2020년 8.22~8.31 호우,30.13,27664.0,1174010600,20200822,20200831,14,20,침수,강동구 둔촌동 30-4,2020,2020,강동구,0.3,"POLYGON ((968734.3463019192 1948224.449515658, 968736.7826705654 1948223.5639375313, 968737.1228943036 1948223.4421803395, 968760.5834437597 1948216.1925709702, 968761.556279773 1948213.7803394308, 968768.4392624885 1948212.0125231468, 968778.2748494628 1948197.1820698925, 968804.0968389756 1948183.2085240155, 968823.9567650792 1948178.7869209023, 968834.4952851207 1948172.6703934763, 968855.5523867598 1948167.4257593134, 968853.7655817766 1948153.3766319968, 968852.5811796597 1948143.9735252555, 968860.2379766857 1948144.1128738725, 968865.7143018018 1948143.628023642, 968861.0568223393 1948128.8663910688, 968855.3388942415 1948110.3598200893, 968848.5949043548 1948089.1267368991, 968840.6707752935 1948064.1983305807, 968834.4901914429 1948044.40270715, 968830.1137368679 1948030.4202841565, 968819.6082223118 1947997.1217795196, 968814.5849813408 1947994.8262949137, 968803.678033159 1947998.3837570956, 968796.497294737 1948000.7419236198, 968780.1793130923 1948006.1643589768, 968778.6816792737 1948007.0679523516, 968766.2604940324 1948011.9799230113, 968765.3590337131 1948011.2619784174, 968765.1984179236 1948011.322806643, 968744.8058480491 1948018.2252775168, 968731.8523202104 1948022.468327981, 968721.6159923449 1948025.8143163633, 968721.195955176 1948025.9654853626, 968693.5434799549 1948035.5664129895, 968690.6867241712 1948036.5371868645, 968676.4558173257 1948041.3707837886, 968675.9789446048 1948042.49188162, 968673.3621541742 1948047.0570027246, 968673.6140254169 1948047.8053798473, 968677.0243004126 1948059.2319095773, 968681.508054888 1948072.5240309671, 968689.0390934392 1948096.274977987, 968690.8639230184 1948102.0330908273, 968697.4770284682 1948122.9010117739, 968698.344098091 1948125.6173710646, 968699.8739587556 1948125.5132994486, 968700.2042334893 1948129.3610703333, 968699.9679577779 1948130.800770118, 968703.9505753078 1948143.464789216, 968707.3070963373 1948153.8020216434, 968713.4871412591 1948173.3067616553, 968715.2637455984 1948178.830220027, 968720.4126546284 1948194.8397696423, 968722.8130988053 1948202.829972627, 968727.3273266223 1948216.4018236327, 968728.6979908835 1948220.586948345, 968730.7817908345 1948222.020348835, 968733.0651498693 1948223.5736451447, 968734.3463019192 1948224.449515658))"
2020년 8.22~8.31 호우,23.78,641.0,1174010600,20200822,20200831,16,22,침수,강동구 둔촌동 87-7,2020,2020,강동구,0.5,"POLYGON ((968467.9790458544 1947953.327940682, 968454.8951223948 1947914.8620761465, 968451.3381993225 1947913.4874623874, 968434.6143038069 1947949.0754723572, 968449.6696944941 1947950.0502747428, 968453.2271442476 1947950.5812094044, 968467.9790458544 1947953.327940682))"
2020년 7.28~8.11 호우,5.4,1983.0,1150011000,20200728,20200819,3,9,침수,강서구 개화동 1-26,2020,2020,강서구,0.3,"POLYGON ((938268.5786483424 1956083.8913835033, 938287.9815904497 1956069.7233129984, 938293.6003629462 1956065.5329442509, 938287.992570751 1956055.033413995, 938259.2655755461 1955999.2825572721, 938258.2767677263 1956000.0065543605, 938240.4730236402 1956019.590229087, 938244.0892210545 1956027.3982822478, 938252.5783635398 1956046.0626435347, 938258.7160289751 1956059.2094305016, 938265.5800410884 1956076.0470635756, 938265.9980159292 1956077.5763067103, 938268.5786483424 1956083.8913835033))"
2020년 8.22~8.31 호우,5.6,2149.0,1150011000,20200822,20200831,15,21,침수,강서구 개화동 1-27,2020,2020,강서구,0.5,"POLYGON ((938293.6003629462 1956065.5329442509, 938316.7428192752 1956048.5080180243, 938306.8367341309 1956029.0074768658, 938282.4126952969 1955980.8760925066, 938272.7769462346 1955990.2659679556, 938259.2655755461 1955999.2825572721, 938287.992570751 1956055.033413995, 938293.6003629462 1956065.5329442509))"
2020년 8.14~ 호우,3.77,2021.0,1150011000,20200814,20200817,19,1,침수,강서구 개화동 1-28,2020,2020,강서구,0.5,"POLYGON ((938282.4126952969 1955980.8760925066, 938306.8367341309 1956029.0074768658, 938316.7428192752 1956048.5080180243, 938346.9978090845 1956026.4051030872, 938344.0392936646 1956020.651836181, 938333.6054814833 1955999.8495551925, 938310.5276327442 1955989.8786187705, 938292.3190889134 1955981.6052259358, 938284.7989937104 1955978.6422040118, 938282.4126952969 1955980.8760925066))"
2020년 7.28~8.11 호우,3.57,279.0,1150011000,20200728,20200805,9,15,침수(기타),강서구 개화동 1-29,2020,2020,강서구,0.3,"POLYGON ((938356.397668995 1956013.2548017725, 938354.9783825943 1956011.224052691, 938351.5354614257 1956007.9984704223, 938347.2349675038 1956005.7381034605, 938333.6054814833 1955999.8495551925, 938344.0392936646 1956020.651836181, 938346.9978090845 1956026.4051030872, 938358.3429890665 1956017.9628166964, 938356.397668995 1956013.2548017725))"
2020년 7.28~8.11 호우,5.32,1674.0,1150011000,20200728,20200805,9,15,침수(기타),강서구 개화동 1-16,2020,2020,강서구,0.3,"POLYGON ((938218.1687168083 1955997.91029553, 938227.6336997519 1956007.3827028663, 938240.4730236402 1956019.590229087, 938258.2767677263 1956000.0065543605, 938259.2655755461 1955999.2825572721, 938272.7769462346 1955990.2659679556, 938282.4126952969 1955980.8760925066, 938284.7989937104 1955978.6422040118, 938255.1062935174 1955966.9440029224, 938249.7760392559 1955964.8490462352, 938246.3518448251 1955968.352001126, 938238.325250354 1955976.747680108, 938220.8251435634 1955994.9652219703, 938218.1687168083 1955997.91029553))"
2020년 7.28~8.11 호우,3.37,5740.0,1150011000,20200728,20200805,9,15,침수(기타),강서구 개화동 656,2020,2020,강서구,0.3,"POLYGON ((938395.306617413 1956069.4824098328, 938394.9767706136 1956069.8660268253, 938393.922797019 1956069.9895809202, 938386.8790380833 1956067.4978647083, 938367.1873341638 1956051.9409096316, 938367.0114047447 1956051.5659756796, 938360.7186675133 1956052.893928878, 938360.4376978799 1956053.0693594348, 938360.1243848203 1956053.17798523, 938359.7947010348 1956053.2157228694, 938359.4646298396 1956053.1804882027, 938359.1501704729 1956053.0731959355, 938358.8683483335 1956052.8997535773, 938358.6302017013 1956052.668099713, 938357.0575238263 1956053.0013348872, 938356.011996761 1956052.8329466656, 938354.955898422 1956052.7445864738, 938353.897220468 1956052.7352122334, 938352.8399666942 1956052.80580234, 938352.3343316312 1956050.9581367392, 938351.9874452181 1956049.0736409896, 938352.6116416244 1956047.268959946, 938352.775481805 1956045.3667580301, 938352.4784611649 1956043.836872882, 938352.7762307826 1956042.3068289608, 938353.6068778506 1956040.7889507473, 938355.1767583742 1956038.4224447077, 938356.467553227 1956036.5862345677, 938357.5527412401 1956034.6221612862, 938358.8481043422 1956032.7049553462, 938360.3874741145 1956028.357307334, 938360.227255183 1956023.9746978057, 938359.5020402069 1956019.3671678717, 938358.7691815887 1956017.6506629295, 938358.3429890665 1956017.9628166964, 938346.9978090845 1956026.4051030872, 938316.7428192752 1956048.5080180243, 938293.6003629462 1956065.5329442509, 938287.9815904497 1956069.7233129984, 938268.5786483424 1956083.8913835033, 938248.0382978463 1956099.0371519139, 938395.4593686012 1956098.2544900707, 938395.306617413 1956069.4824098328))"
2020년 7.28~8.11 호우,25.91,89.0,1159010200,20200728,20200818,8,14,침수(개인하수도역류),동작구 상도동 348-149,2020,2020,동작구,0.5,"POLYGON ((949811.8273164198 1944787.21827116, 949812.6970648146 1944787.9853837586, 949823.4047487096 1944777.525451855, 949818.305469192 1944773.5369212534, 949808.9400168933 1944783.1890349828, 949811.8273164198 1944787.21827116))"
2020년 7.28~8.11 호우,32.92,231.0,1159010700,20200728,20200811,10,16,침수(기타),동작구 사당동 229-14,2020,2020,동작구,0.5,"POLYGON ((952917.7742971226 1942919.2015219743, 952923.3779217368 1942925.5605081988, 952937.6346300367 1942909.6898214095, 952922.5733185429 1942897.6370179655, 952921.3536458341 1942901.767961934, 952923.370532454 1942910.7599792548, 952921.3409831121 1942914.66929414, 952917.7742971226 1942919.2015219743))"
2020년 7.28~8.11 호우,35.51,1300.0,1165010100,20200728,20200805,12,18,침수(기타),서초구 방배동 984-3,2020,2020,서초구,0.3,"POLYGON ((955705.9042090067 1942592.6830144883, 955711.789683691 1942588.46340519, 955712.6376520395 1942588.139034205, 955720.573705062 1942571.710082613, 955718.4311667453 1942566.9271997146, 955707.356688179 1942562.8533595048, 955684.658726231 1942554.4776707778, 955673.8772642874 1942575.5399783817, 955667.2185539445 1942588.5354360947, 955687.7332911696 1942590.6739947014, 955705.9042090067 1942592.6830144883))"
2020년 8.22~8.31 호우,14.36,456.0,1165010100,20200822,20200831,19,1,침수,서초구 방배동 2239,2020,2020,서초구,0.5,"POLYGON ((954291.512831353 1943694.5618896594, 954311.5604564376 1943693.808966823, 954311.5586541162 1943689.3156322255, 954311.5451702336 1943679.2184246073, 954311.4522853914 1943669.4175284104, 954303.3666730481 1943669.8721933705, 954299.8127424049 1943673.2247844366, 954293.8093411864 1943674.808003314, 954291.4567602903 1943674.7234969665, 954291.3067879805 1943674.7182933432, 954291.659152502 1943684.6277751746, 954291.0756547557 1943684.8707766458, 954291.512831353 1943694.5618896594))"
2020년 7.28~8.11 호우,17.46,182.2,1165010100,20200728,20200811,8,14,침수(기타),서초구 방배동 467-4,2020,2020,서초구,0.5,"POLYGON ((954388.6141370005 1942313.1396902718, 954392.8149790192 1942318.5004670476, 954402.6739418211 1942312.9483014483, 954396.9070480831 1942303.6922541573, 954395.5211758811 1942300.598733862, 954386.8567189432 1942301.042456321, 954387.1332171882 1942309.841748674, 954388.4289557739 1942312.9037579356, 954388.6141370005 1942313.1396902718))"
